2ちゃんねる	にチャンネル
䏮を塞ぐ	わきをふさぐ
䏮を搔く	わきをかく
䏮を詰める	わきをつめる
䏮挾む	わきばさむ
䏮掛ける	わいがける
䏮目も振らず	わきめもふらず
䏮目遣い	わきめづかい
䑓座後光を仕舞う	だいざごこうをしまう
䑛む	なむ
䑛めずる	なめずる
䑛める	なめる
䑛め囘す	なめまわす
䑛る	ねずる
䑛る	ねぶる
䡄を弌にする	きをいつにする
䡄道に乘る	きどうにのる
䧺々しい	おおしい
䧺䧺しい	おおしい
䧺瓣に物語る	ゆうべんにものがたる
䧺辧に物語る	ゆうべんにものがたる
䧺辨に物語る	ゆうべんにものがたる
䧺辯に物語る	ゆうべんにものがたる
一が榮える	いちがさかえる
一そう	いっそう
一そろい	ひとそろい
一たまりもない	ひとたまりもない
一つ	ひとつ
一つひとつ	ひとつひとつ
一つまた一つ	ひとつまたひとつ
一つ一つ	ひとつひとつ
一つ一つ	ひとつびとつ
一つ一つ	ひとつひとつ
一つ二つ	ひとつふたつ
一つ又一つ	ひとつまたひとつ
一つ屋根の下で暮らす	ひとつやねのしたでくらす
一つ竈の飯を食う	ひとつかまどのめしをくう
一つ買い	ひとつがい
一つ釜の飯を食う	ひとつかまのめしをくう
一も二もなく	いちもにもなく
一も二も無く	いちもにもなく
一を聞いて十を知る	いちをきいてじゅうをしる
一ノ谷の戦い	いちのたにのたたかい
一ノ谷の戰い	いちのたにのたたかい
一丁字を識らず	いっていじをしらず
一世を曠しゅうする	いっせいをむなしゅうする
一世を風靡する	いっせいをふうびする
一二を争う	いちにをあらそう
一二を爭う	いちにをあらそう
一人ごちる	ひとりごちる
一人ごつ	ひとりごつ
一人ずつ	ひとりずつ
一人でも多く	ひとりでもおおく
一人にする	ひとりにする
一人住い	ひとりずまい
一人住まい	ひとりずまい
一人前になる	いちにんまえになる
一人口は食えぬが二人口は食える	ひとりぐちはくえぬがふたりぐちはくえる
一人悦に入る	ひとりえつにいる
一人虛を傳うれば萬人實を傳う	いちにんきょをつたうればばんにんじつをつたう
一人鳥追い	ひとりとりおい
一体となる	いったいとなる
一先ず	ひとまず
一円を笑う者は一円に泣く	いちえんをわらうものはいちえんになく
一再ならず	いっさいならず
一分が立つ	いちぶんがたつ
一分のすきもない	いちぶのすきもない
一分の隙もない	いちぶのすきもない
一分を捌く	いちぶんをさばく
一分を捨つ	いちぶんをすつ
一切気にならない	いっさいきにならない
一刻の猶予もない	いっこくのゆうよもない
一刻の猶予も無い	いっこくのゆうよもない
一刻も早く	いっこくもはやく
一刻を争う	いっこくをあらそう
一刻を爭う	いっこくをあらそう
一升買い	いっしょうがい
一口乗る	ひとくちのる
一口乘る	ひとくちのる
一口商い	ひとくちあきない
一口物に頬を燒く	ひとくちものにほおをやく
一口物に頰を焼く	ひとくちものにほおをやく
一口食べる	ひとくちたべる
一味違う	ひとあじちがう
一回り小さい	ひとまわりちいさい
一堂に会する	いちどうにかいする
一堂に會する	いちどうにかいする
一堪りもない	ひとたまりもない
一堪りもなく	ひとたまりもなく
一堪りも無く	ひとたまりもなく
一夜を共にする	いちやをともにする
一太刀恨む	ひとたちうらむ
一字空ける	いちじあける
一家を成す	いっかをなす
一寸の光陰軽んずべからず	いっすんのかろんずべからず
一寸の光陰軽んずべからず	いっすんのこういんかろんずべからず
一寸の光陰軽んず可からず	いっすんのこういんかろんずべからず
一寸の光陰輕んずべからず	いっすんのこういんかろんずべからず
一寸宜しい	ちょっとよろしい
一寸延びれば尋延びる	いっすんのびればひろのびる
一将功なって万骨枯る	いっしょうこうなってばんこつかる
一将功なりて万骨枯る	いっしょうこうなりてばんこつかる
一將功成りて萬骨枯る	いっしょうこうなりてばんこつかる
一山当てる	ひとやまあてる
一山越す	ひとやまこす
一席ぶつ	いっせきぶつ
一席ぶつ	いっせき
一席ぶつ	いっせきぶつ
一席設ける	いっせきもうける
一年じゅう	いちねんじゅう
一年じゅう	いちねんぢゅう
一年ぢゅう	いちねんじゅう
一年ぢゅう	いちねんぢゅう
一度ならず	いちどならず
一役買う	ひとやくかう
一役買う	ひとやく
一役買う	ひとやくかう
一応目を通す	いちおうめをとおす
一思い	ひとおもい
一息いれる	ひといきいれる
一息つく	ひといきつく
一息入れる	ひといきいれる
一息吐く	ひといきつく
一揃い	ひとそろい
一攫千金を夢見る	いっかくせんきんをゆめみる
一敗地に塗れる	いっぱいちにまみれる
一文商い	いちもんあきない
一斑をもって全豹を卜す	いっぱんをもってぜんぴょうをぼくす
一方ならず	ひとかたならず
一方ならぬ	ひとかたならぬ
一旗あげる	ひとはたあげる
一旗揚げる	ひとはたあげる
一旗揚げる	ひとはた
一旗揚げる	ひとはたあげる
一日も早い	いちにちもはやい
一日も早く	いちにちもはやく
一日を過ごす	いちにちをすごす
一日作さざれば一日食らわず	いちじつなさざればいちじつくらわず
一時払い	いちじばらい
一時拂い	いちじばらい
一晩じゅう	ひとばんじゅう
一月往ぬる二月逃げる三月去る	いちげついぬるにげつにげるさんげつさる
一服を盛る	いっぷくをもる
一服盛る	いっぷくもる
一期栄える	いちごさかえる
一期榮える	いちごさかえる
一本參る	いっぽんまいる
一本取る	いっぽんとる
一本背負い	いっぽんぜおい
一札入れる	いっさついれる
一杯ひっかける	いっぱいひっかける
一杯やる	いっぱいやる
一杯參る	いっぱいまいる
一杯引っかける	いっぱいひっかける
一杯引っ掛ける	いっぱいひっかける
一杯食す	いっぱいくわす
一杯食わす	いっぱいくわす
一枚噛んでいる	いちまいかんでいる
一枚嚙む	いちまいかむ
一歩下がる	いっぽさがる
一歩譲る	いっぽゆずる
一歩退く	いっぽひく
一歩進める	いっぽすすめる
一死一生乃ち交情を知る	いっしいっせいすなわちこうじょうをしる
一気に飲む	いっきにのむ
一泡吹かせる	ひとあわふかせる
一波纔かに動いて萬波隨う	いっぱわずかにうごいてまんぱしたがう
一溜りもない	ひとたまりもない
一点一画もおろそかにしない	いってんいっかくもおろそかにしない
一犬虚に吠ゆれば万犬実を伝う	いっけんきょにほゆればばんけんじつをつたう
一犬虛に吠ゆれば萬犬實を傳う	いっけんきょにほゆればばんけんじつをつたう
一生消えない	いっしょうきえない
一番多い	いちばんおおい
一癖も二癖もある	ひとくせもふたくせもある
一癖も二癖も有る	ひとくせもふたくせもある
一発かます	いっぱつかます
一発やる	いっぱつやる
一発噛ます	いっぱつかます
一発抜く	いっぱつぬく
一発放つ	いっぱつはなつ
一目置く	いちもくおく
一目見る	ひとめみる
一矢を報いる	いっしをむくいる
一石を投じる	いっせきをとうじる
一石を投じる	いっせき
一石を投じる	いっせきをとうじる
一端を担う	いったんをになう
一端を擔う	いったんをになう
一端立つ	いちはなだつ
一端駆く	いちはなかく
一笑に付す	いっしょうにふす
一笑に付する	いっしょうにふする
一笑に付する	いっしょう
一笑に付する	いっしょうにふする
一笑を買う	いっしょうをかう
一筆書く	ひとふでかく
一等地を抜く	いっとうちをぬく
一等地を拔く	いっとうちをぬく
一筋では行かない	ひとすじではいかない
一筋縄で行かない	ひとすじなわでいかない
一筋繩では行かない	ひとすじなわではいかない
一節歌う	ひとふしうたう
一籌を輸する	いっちゅうをしゅする
一籌を輸する	いっちゅうをゆする
一糸まとわず	いっしまとわず
一糸まとわず	いっしもまとわず
一糸まとわぬ	いっしまとわぬ
一糸もまとわず	いっしもまとわず
一糸も纏わず	いっしもまとわず
一糸乱れず	いっしみだれず
一糸乱れず	いっし
一糸乱れず	いっしみだれず
一糸纏わぬ	いっしまとわぬ
一絲亂れず	いっしみだれず
一絲纏わず	いっしまとわず
一緒になる	いっしょになる
一緖になる	いっしょになる
一線を画する	いっせんをかくする
一線を画する	いっせん
一線を画する	いっせんをかくする
一線を畫する	いっせんをかくする
一線を超える	いっせんをこえる
一線を越える	いっせんをこえる
一翼を担う	いちよくをになう
一翼を擔う	いちよくをになう
一肌脫ぐ	ひとはだぬぐ
一肌脱ぐ	ひとはだぬぐ
一肌脱ぐ	ひとはだ
一肩入れる	ひとかたいれる
